epoch,time,tr_loss,tr_accu,vl_loss,vl_accu,model,tuning_version,dataname,vl_ratio,ts_ratio,shuffle,normalize,i_stt,i_end,X_length,y_length,y_offset,stride_length,criterion,metrics,optimizer,learning_rate,momentum,weight_decay,scheduler,idx,constant,epochs,on,patience,delta,verbose,T_0,T_mult,eta_max,T_up,gamma
79,104.15642356872559,0.28999744732256816,0.8712635869565217,0.23973461509239477,0.8801229508196722,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
80,105.4598228931427,0.28412360329504893,0.8654891304347826,0.22440726597045288,0.8954918032786885,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
81,106.77814769744873,0.27757267402889935,0.868546195652174,0.22402981119077714,0.8985655737704918,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
82,108.09593343734741,0.2672625457989457,0.8780570652173914,0.23457484533552264,0.8760245901639344,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
83,109.4023928642273,0.2655198878770613,0.8838315217391305,0.24006307161733753,0.8729508196721312,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
84,110.70086526870728,0.27510243237180554,0.8716032608695652,0.22944189943983906,0.8780737704918032,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
85,112.00816202163696,0.2688874747381424,0.8719429347826086,0.22079191363004388,0.8903688524590164,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
86,113.32114624977112,0.2747137791517636,0.8712635869565217,0.22330516790513133,0.9006147540983607,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
87,114.62447261810303,0.2666665380820632,0.8756793478260869,0.22159554589478697,0.9006147540983607,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
88,115.93472385406494,0.274444335585703,0.8682065217391305,0.23549755674893738,0.8688524590163934,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
89,117.2426655292511,0.27138596100975637,0.8695652173913043,0.22481524150391094,0.8811475409836066,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
90,118.54991006851196,0.2598047090046432,0.8783967391304348,0.2159220236735266,0.9088114754098361,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
91,119.8540313243866,0.2605308728373569,0.8733016304347826,0.21788736371720424,0.8903688524590164,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
92,121.16450881958008,0.26652606131265993,0.8760190217391305,0.21593433972753462,0.9016393442622951,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
93,122.47141981124878,0.25758320097204135,0.8773777173913043,0.2197864122810911,0.8862704918032787,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
94,123.78638291358948,0.2725557368653624,0.8716032608695652,0.2165268878223466,0.9026639344262295,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
95,125.08850193023682,0.2630898530352051,0.873641304347826,0.21669159188378054,0.8965163934426229,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
96,126.40198135375977,0.26206134387251473,0.8729619565217391,0.21839042270525558,0.9026639344262295,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
97,127.713223695755,0.2666155505196556,0.8743206521739131,0.21676419889096354,0.8985655737704918,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
98,129.0251123905182,0.26638409220006154,0.8733016304347826,0.21676687297762418,0.9006147540983607,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
99,130.31320691108704,0.26168110618448776,0.875,0.2167758144682548,0.9016393442622951,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
100,131.62160229682922,0.2512563050765058,0.8773777173913043,0.21677297030071743,0.9026639344262295,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
101,132.9315686225891,0.2633079935837051,0.8695652173913043,0.21677172012993548,0.9026639344262295,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
102,134.24150896072388,0.26022451838640415,0.8756793478260869,0.21960849840132918,0.8903688524590164,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
103,135.536780834198,0.2653591008047047,0.8675271739130435,0.22031599093900353,0.8985655737704918,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
104,136.8450996875763,0.2713264863249724,0.8705842391304348,0.21821616651093373,0.8995901639344263,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
105,138.1590793132782,0.26502998663193506,0.8756793478260869,0.22461492165190275,0.8913934426229508,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
106,139.46028017997742,0.2544547099134196,0.8790760869565217,0.22164433089191796,0.8903688524590164,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
107,140.7650022506714,0.27817959488248045,0.8614130434782609,0.22335707329091478,0.8842213114754098,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
108,142.07534265518188,0.25319317606804165,0.8773777173913043,0.21598882741126857,0.8944672131147541,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
109,143.38473081588745,0.2745677529955688,0.8722826086956522,0.2168674119061134,0.9006147540983607,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
110,144.68072128295898,0.26674069624151225,0.8756793478260869,0.2240083365411055,0.8985655737704918,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
111,145.99604845046997,0.2629478150249823,0.8753396739130435,0.23824782199302658,0.8647540983606558,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
112,147.30760741233826,0.2650773490819594,0.8709239130434783,0.21883743976960418,0.9026639344262295,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
113,148.61812496185303,0.26183064326481975,0.8699048913043478,0.21751559165413262,0.9036885245901639,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
114,149.90345168113708,0.26198045287848165,0.8726222826086957,0.2176139217908265,0.8934426229508197,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
115,151.21293878555298,0.26564757157441066,0.8678668478260869,0.2152798023746639,0.8985655737704918,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
116,152.5378453731537,0.2652748239672054,0.8722826086956522,0.21661574741611717,0.8965163934426229,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
117,153.8524169921875,0.2623469017891456,0.876358695652174,0.21970547369269075,0.9006147540983607,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
118,155.14424228668213,0.26666220702716836,0.8705842391304348,0.2273428829112014,0.8801229508196722,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
119,156.45498847961426,0.2638408454620968,0.8739809782608695,0.2160017965514152,0.8965163934426229,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
120,157.76507210731506,0.2561214973380708,0.8746603260869565,0.229059173740813,0.8770491803278688,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
121,159.0741982460022,0.26365206540440733,0.8729619565217391,0.2171689333607916,0.9036885245901639,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
122,160.38905954360962,0.25931311734830553,0.8733016304347826,0.21791902337162222,0.8913934426229508,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
123,161.70074915885925,0.2588245959992966,0.8766983695652174,0.21591371670365334,0.8975409836065574,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
124,163.01132678985596,0.25867656962541136,0.873641304347826,0.21383742792684524,0.9067622950819673,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
125,164.32708978652954,0.2543755140884415,0.876358695652174,0.21652742365344627,0.8965163934426229,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
126,165.63102746009827,0.25057269183351943,0.8800951086956522,0.21345601322465255,0.9047131147540983,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
127,166.94754910469055,0.25537426164373755,0.8753396739130435,0.21335909155304314,0.8975409836065574,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
128,168.2658932209015,0.26283290986295627,0.8729619565217391,0.21775175924183893,0.8852459016393442,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
129,169.566241979599,0.24807824506221907,0.8790760869565217,0.21262351618927033,0.8965163934426229,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
130,170.88396191596985,0.2502853718545774,0.8824728260869565,0.2155038200807376,0.8954918032786885,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
131,172.1951801776886,0.2514199210209367,0.8783967391304348,0.2134495157076687,0.9057377049180327,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
132,173.507878780365,0.2545885872500746,0.8790760869565217,0.21433758705121572,0.889344262295082,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
133,174.80036449432373,0.25980052544289955,0.8719429347826086,0.21247921841310674,0.8944672131147541,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
134,176.12314558029175,0.25547367198716686,0.8780570652173914,0.21314182926396855,0.8965163934426229,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
135,177.4511604309082,0.25664963457814377,0.8722826086956522,0.21457273036730093,0.9006147540983607,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
136,178.76175236701965,0.24942989355844,0.8804347826086957,0.21388810439432254,0.8954918032786885,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
137,180.0747504234314,0.2511047908793325,0.8766983695652174,0.21537373056177234,0.8903688524590164,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
138,181.38408946990967,0.2527259350551859,0.8800951086956522,0.21450887687626433,0.8883196721311475,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
139,182.69308185577393,0.25627362685601995,0.8705842391304348,0.21502732045826364,0.8903688524590164,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
140,184.00258111953735,0.2546212371114803,0.875,0.21330567198942918,0.8995901639344263,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
141,185.31369853019714,0.2574170034216798,0.8739809782608695,0.21463164253557315,0.8954918032786885,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
142,186.62506794929504,0.25385867342676804,0.8743206521739131,0.21424016008367303,0.8995901639344263,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
143,187.93435716629028,0.24281716919706567,0.8783967391304348,0.21277629064976192,0.8954918032786885,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
144,189.24354457855225,0.25360945877416624,0.873641304347826,0.21259307775829658,0.8995901639344263,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
145,190.55872702598572,0.2508590798622564,0.8705842391304348,0.21276484698545736,0.9057377049180327,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
146,191.8694565296173,0.2530662791155603,0.8797554347826086,0.21278160841005747,0.9057377049180327,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
147,193.17922139167786,0.24533626063645858,0.8787364130434783,0.2129698244885343,0.9036885245901639,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
148,194.49016618728638,0.2513908829499522,0.8811141304347826,0.21285761043917936,0.9026639344262295,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
149,195.80041766166687,0.25033571480004035,0.8777173913043478,0.21290745506765413,0.9026639344262295,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
150,197.11534023284912,0.24826877776776318,0.8739809782608695,0.21290807322156233,0.9026639344262295,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
151,198.4286608695984,0.24212086623858498,0.8800951086956522,0.21290838736735407,0.9026639344262295,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
152,199.7390010356903,0.24859322340268156,0.8743206521739131,0.21251304496507176,0.9047131147540983,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
153,201.05112862586975,0.24706648144385088,0.8838315217391305,0.21210608484803653,0.9026639344262295,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
154,202.36814188957214,0.24610564432552326,0.8790760869565217,0.21514713379447578,0.8903688524590164,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
155,203.67853498458862,0.24699950019788483,0.8780570652173914,0.21487179062649853,0.8975409836065574,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
156,204.99056696891785,0.25234317411061213,0.873641304347826,0.214904535378589,0.8924180327868853,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
157,206.3083028793335,0.24538998097262305,0.8739809782608695,0.21333476137675222,0.8954918032786885,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
158,207.62175703048706,0.24239785791091298,0.8800951086956522,0.2123589797220269,0.9047131147540983,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
159,208.93337655067444,0.2551789867448742,0.8770380434782609,0.21421938994136014,0.8975409836065574,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
160,210.24831533432007,0.24516571189641304,0.8834918478260869,0.21305435883705734,0.8934426229508197,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
161,211.56360578536987,0.2532085632378964,0.8780570652173914,0.2147722512361456,0.8954918032786885,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
162,212.87989401817322,0.2592953837517163,0.8688858695652174,0.212330020109161,0.9016393442622951,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
163,214.19207072257996,0.24222649281601544,0.8787364130434783,0.21408816683487814,0.8965163934426229,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
164,215.46893978118896,0.24824698068930404,0.8790760869565217,0.21510997060380999,0.8913934426229508,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
165,216.77803778648376,0.254215977701318,0.8766983695652174,0.2129350633161967,0.8944672131147541,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
166,218.0871548652649,0.2513075628236908,0.8719429347826086,0.21356795007576707,0.8924180327868853,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
167,219.39416432380676,0.257046887954778,0.8705842391304348,0.2134410872689036,0.9057377049180327,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
168,220.66891717910767,0.2538012832241214,0.8807744565217391,0.21330395682913358,0.8924180327868853,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
